raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
பள்ளி அருகில் கால்நடை வழி கோடு இல்லை.,The zebra crossing near Madhavaram South school is missing or completely faded endangering children.,The pedestrian crossing near Madhavaram South school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Transportation & Traffic,pedestrian_safety,6,1,True,Tamil,Voice Hotline,Chennai,29,False,,0.94,False,False,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
ट्रेड लाइसेंस के लिए वार्ड अफसर रिश्वत मांग रहा है।,A municipal official in Ennore is demanding bribes for routine civic approvals and services.,Residents in Ennore have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Hindi,Citizen Kiosk,Chennai,3,False,,0.98,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
The structure near Aminjikarai is visibly leaning and cracking.,A structurally unsafe and crumbling building near Aminjikarai is at immediate risk of collapse.,An abandoned building in Aminjikarai is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,WhatsApp,Chennai,75,False,,0.84,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
குப்பை நாற்றம் எங்கும்,A garbage accumulation or sanitation issue has been reported.,Illegal open dumping near the park or lake in Kottivakkam is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,Tamil,WhatsApp,Chennai,170,False,,0.76,False,True,"A photo showing waste management, a civic issue, or broken public infrastructure."
குப்பை வண்டி வரவில்லை,A garbage accumulation or sanitation issue has been reported.,A food poisoning incident in Neelankarai has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,Tamil,Citizen Kiosk,Chennai,179,False,,0.75,False,True,"A photo showing public health service, a civic issue, or broken public infrastructure."
An abandoned car has been blocking the road near Poonamallee for two weeks.,An abandoned vehicle has been blocking the road near Poonamallee for several weeks.,A rusted abandoned vehicle has been occupying road space near Poonamallee for over a month. Despite complaints it has not been removed.,Transportation & Traffic,parking_violation,3,0,False,English,Citizen Kiosk,Chennai,152,False,,0.85,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
சரக்கு வாகனங்கள் சாலையை அடைத்து நிற்கின்றன.,Illegal parking near Manali New Town is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Manali New Town is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,Mobile App,Chennai,16,False,,0.94,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
"Trucks blocking entire road, emergency vehicles cannot get through.",Illegal parking near Adambakkam is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Adambakkam is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,1,False,English,Citizen Kiosk,Chennai,136,False,,0.88,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
வசிப்பிட பகுதி கிடங்காக பயன்படுத்தப்படுகிறது.,Land use violations are occurring near St. Thomas Mount with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near St. Thomas Mount, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,Tamil,WhatsApp,Chennai,122,False,,0.93,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
तस्वीर में देखें कचरा भरा पड़ा है,A garbage accumulation or sanitation issue has been reported.,"A road collapse has been reported in Nanganallur following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,Hindi,WhatsApp,Chennai,137,False,,0.78,False,True,"A photo showing road damage, a civic issue, or broken public infrastructure."
Officer visited my site and asked for cash under the table.,A municipal official in Nazarathpettai is demanding bribes for routine civic approvals and services.,Residents in Nazarathpettai have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Web App,Chennai,155,False,,0.94,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
பள்ளி அருகில் சுவர் விழ இருக்கிறது.,A structurally unsafe and crumbling building near Sembiam is at immediate risk of collapse.,An abandoned building in Sembiam is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,Tamil,Citizen Kiosk,Chennai,48,False,,0.98,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Corporation inspector demanded money to pass building plan in Manali.,A municipal official in Manali is demanding bribes for routine civic approvals and services.,Residents in Manali have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Voice Hotline,Chennai,15,False,,0.97,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
