raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
Attached photo clearly shows the pipe leak and waterlogged road.,11,Web App,Chennai,True,Photo showing a wet and waterlogged road with a visible crack in the pipeline below.,A burst or leaking water pipe in Tiruvottiyur East is causing waterlogging and significant water wastage.,"A water pipe has burst in Tiruvottiyur East, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.94,False,False
Hospital staff rude and unresponsive to patients in Royapuram.,49,Voice Hotline,Chennai,False,,The government hospital in Royapuram is severely understaffed and running out of essential medicines.,The government hospital in Royapuram has been operating without adequate doctors and medicines. Patients are waiting for hours.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,8,False,True,Hospital running without doctors and medicines endangers patients.,0.94,False,False
பள்ளி அருகில் கால்நடை வழி கோடு இல்லை.,29,Voice Hotline,Chennai,False,,The zebra crossing near Madhavaram South school is missing or completely faded endangering children.,The pedestrian crossing near Madhavaram South school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,Tamil,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,6,True,True,Missing pedestrian crossing near a school creates direct daily danger to children.,0.94,False,False
ट्रेड लाइसेंस के लिए वार्ड अफसर रिश्वत मांग रहा है।,3,Citizen Kiosk,Chennai,False,,A municipal official in Ennore is demanding bribes for routine civic approvals and services.,Residents in Ennore have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,Hindi,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.98,False,False
The structure near Aminjikarai is visibly leaning and cracking.,75,WhatsApp,Chennai,False,,A structurally unsafe and crumbling building near Aminjikarai is at immediate risk of collapse.,An abandoned building in Aminjikarai is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,English,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.84,False,False
குப்பை நாற்றம் எங்கும்,170,WhatsApp,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,Illegal open dumping near the park or lake in Kottivakkam is increasing daily. The practice is creating environmental and health hazards.,Tamil,"Sanitation, Environment & Parks",Garbage,open_dumping,5,False,False,Illegal dumping near parks and water bodies violates environmental norms.,0.76,False,True
குப்பை வண்டி வரவில்லை,179,Citizen Kiosk,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,A food poisoning incident in Neelankarai has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Tamil,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.75,False,True
An abandoned car has been blocking the road near Poonamallee for two weeks.,152,Citizen Kiosk,Chennai,False,,An abandoned vehicle has been blocking the road near Poonamallee for several weeks.,A rusted abandoned vehicle has been occupying road space near Poonamallee for over a month. Despite complaints it has not been removed.,English,Transportation & Traffic,Parking,abandoned_vehicle,3,False,False,Long-term abandoned vehicle blocks public road.,0.85,False,False
சரக்கு வாகனங்கள் சாலையை அடைத்து நிற்கின்றன.,16,Mobile App,Chennai,False,,Illegal parking near Manali New Town is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Manali New Town is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Tamil,Transportation & Traffic,Parking,illegal_parking,4,False,False,Illegal parking blocking emergency vehicle access is a traffic enforcement failure.,0.94,False,False
"Trucks blocking entire road, emergency vehicles cannot get through.",136,Citizen Kiosk,Chennai,False,,Illegal parking near Adambakkam is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Adambakkam is blocking a full lane of traffic. Emergency vehicles are unable to pass.,English,Transportation & Traffic,Parking,illegal_parking,4,False,False,Illegal parking blocking emergency vehicle access is a traffic enforcement failure.,0.88,False,False
வசிப்பிட பகுதி கிடங்காக பயன்படுத்தப்படுகிறது.,122,WhatsApp,Chennai,False,,Land use violations are occurring near St. Thomas Mount with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near St. Thomas Mount, causing traffic, noise and pollution.",Tamil,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.93,False,False
तस्वीर में देखें कचरा भरा पड़ा है,137,WhatsApp,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,"A road collapse has been reported in Nanganallur following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Hindi,Core Infrastructure & Public Works,Roads,road_collapse,8,True,False,Road collapse with sinkhole poses immediate physical danger to commuters.,0.78,False,True
Officer visited my site and asked for cash under the table.,155,Web App,Chennai,False,,A municipal official in Nazarathpettai is demanding bribes for routine civic approvals and services.,Residents in Nazarathpettai have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.94,False,False
